,UID,source,iso,country,region,subregion,name,giga_id_school,clean,class,ghsl_smod,rurban,dataset,geometry,filepath
10662,OSM-VNM-NON_SCHOOL-00004195,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Chợ Hương,,0,non_school,1,urban,train,POINT (11847573.884297797 2380176.7064337954),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00004195.jpeg
10663,OSM-VNM-NON_SCHOOL-00025565,OSM,VNM,Viet Nam,Asia,South-eastern Asia,VUTT84,,0,non_school,1,urban,train,POINT (11920569.859273633 1187353.1124976305),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00025565.jpeg
10664,OSM-VNM-NON_SCHOOL-00001162,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Petrolimex,,0,non_school,1,urban,train,POINT (11780951.284128347 2395661.857491062),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00001162.jpeg
10665,OSM-VNM-NON_SCHOOL-00028528,OSM,VNM,Viet Nam,Asia,South-eastern Asia,BRAND,,0,non_school,1,urban,train,POINT (11914946.555196213 1242083.791580721),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00028528.jpeg
10667,OSM-VNM-NON_SCHOOL-00020290,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Nhà Hàng Bodhi,,0,non_school,1,urban,train,POINT (11783178.453180652 2394480.460803061),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00020290.jpeg
10668,OSM-VNM-NON_SCHOOL-00012646,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Cafe Công,,0,non_school,1,urban,train,POINT (11788124.93475405 2078300.131611108),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00012646.jpeg
10669,OSM-VNM-NON_SCHOOL-00010262,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11782884.792363934 1127608.4080920634),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00010262.jpeg
10670,OSM-VNM-NON_SCHOOL-00026011,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (12033897.998958781 1390165.2914704818),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00026011.jpeg
10671,OSM-VNM-NON_SCHOOL-00022471,OSM,VNM,Viet Nam,Asia,South-eastern Asia,CF-Phố Nhớ-Yết Kiều-KP1-TT.Dầu Tiếng-Bình Dương-0896413512,,0,non_school,1,urban,train,POINT (11840351.14177666 1263591.0867136407),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00022471.jpeg
10673,OSM-VNM-NON_SCHOOL-00009296,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Phú Hưng,,0,non_school,1,urban,train,POINT (12028504.235671375 1223653.332891359),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00009296.jpeg
10674,OSM-VNM-NON_SCHOOL-00010184,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Chợ An Lạc,,0,non_school,1,urban,train,POINT (11868894.34977198 1202840.3320392452),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00010184.jpeg
10676,OSM-VNM-NON_SCHOOL-00020158,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,0,urban,train,POINT (11680795.357149787 2631099.6929448806),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00020158.jpeg
10677,OSM-VNM-NON_SCHOOL-00029483,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Nhà gỗ trong rừng,,0,non_school,0,urban,train,POINT (11994794.244830374 1291486.3344465771),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00029483.jpeg
10678,OSM-VNM-NON_SCHOOL-00012912,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Khong Cam Quan,,0,non_school,1,urban,train,POINT (12058172.883718615 1790644.498795278),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00012912.jpeg
10679,OSM-VNM-NON_SCHOOL-00027613,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Petrolimex,,0,non_school,1,urban,train,POINT (11765051.187299872 2347506.0199755463),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00027613.jpeg
10680,OSM-VNM-NON_SCHOOL-00005623,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Truong Son Quan,,0,non_school,1,urban,train,POINT (11759439.571768984 2505143.697232745),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00005623.jpeg
10681,OSM-VNM-NON_SCHOOL-00023875,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Chùa An Lạc,,0,non_school,0,urban,train,POINT (11919538.261552453 1186394.317529641),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00023875.jpeg
10682,OSM-VNM-NON_SCHOOL-00029781,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Cửa hàng Xăng dầu,,0,non_school,1,urban,train,POINT (12060080.565832341 1427211.8073581187),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00029781.jpeg
10683,OSM-VNM-NON_SCHOOL-00006644,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11761056.821331227 2136307.9614883014),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00006644.jpeg
10684,OSM-VNM-NON_SCHOOL-00013676,OSM,VNM,Viet Nam,Asia,South-eastern Asia,CH Trung Ba,,0,non_school,1,urban,train,POINT (11824243.100139378 2347144.9068119656),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00013676.jpeg
10685,OSM-VNM-NON_SCHOOL-00014163,OSM,VNM,Viet Nam,Asia,South-eastern Asia,com van phong do an san,,0,non_school,1,urban,train,POINT (11916806.258609407 2359867.9092042055),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00014163.jpeg
10686,OSM-VNM-NON_SCHOOL-00024505,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Chill Coffee & Milktea - 61 Đỗ Thế Chấp,,0,non_school,1,urban,train,POINT (12077888.01081607 1753624.7214254932),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00024505.jpeg
10687,OSM-VNM-NON_SCHOOL-00006062,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11848107.438617168 2012735.3705847457),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00006062.jpeg
10688,OSM-VNM-NON_SCHOOL-00023972,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Rôi Rôi,,0,non_school,0,urban,train,POINT (11741937.14219003 1152761.159545363),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00023972.jpeg
10689,OSM-VNM-NON_SCHOOL-00003540,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Nhà Thờ Trung Linh,,0,non_school,1,urban,train,POINT (11837149.370582461 2308333.025898717),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00003540.jpeg
10690,OSM-VNM-NON_SCHOOL-00023681,OSM,VNM,Viet Nam,Asia,South-eastern Asia,V2- Nhà thuốc số 9,,0,non_school,1,urban,train,POINT (11775437.073151903 2399296.2241383824),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00023681.jpeg
10691,OSM-VNM-NON_SCHOOL-00009170,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11861450.304103144 2359168.1668529594),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00009170.jpeg
10693,OSM-VNM-NON_SCHOOL-00011357,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Opera,,0,non_school,1,urban,train,POINT (11776999.55352468 1119723.517485101),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00011357.jpeg
10694,OSM-VNM-NON_SCHOOL-00022509,OSM,VNM,Viet Nam,Asia,South-eastern Asia,CF-Vườn Kiểng-DT74-Suối Cát- Thanh Tuyền-TT.Dầu Tiếng-Bình Dương-,,0,non_school,1,urban,train,POINT (11852454.353413157 1250270.8725965188),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00022509.jpeg
10695,OSM-VNM-NON_SCHOOL-00023182,OSM,VNM,Viet Nam,Asia,South-eastern Asia,QT Hà Giang (Nguyễn Thị Hà Giang ) thôn 10 Pơng Đrang,,0,non_school,1,urban,train,POINT (12049098.00750966 1453806.293511129),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00023182.jpeg
10696,OSM-VNM-NON_SCHOOL-00009007,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Rock temple,,0,non_school,1,urban,train,POINT (12138027.697800191 1299944.6537566588),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00009007.jpeg
10697,OSM-VNM-NON_SCHOOL-00001970,OSM,VNM,Viet Nam,Asia,South-eastern Asia,đình Cảnh Dương,,0,non_school,1,urban,train,POINT (12019967.143922439 1841024.7337862109),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00001970.jpeg
10698,OSM-VNM-NON_SCHOOL-00026590,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11706345.740635132 2083138.46369466),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00026590.jpeg
10699,OSM-VNM-NON_SCHOOL-00016455,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Bánh Tráng Nướng,,0,non_school,1,urban,train,POINT (11877076.221025795 1209279.9447427439),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00016455.jpeg
10700,OSM-VNM-NON_SCHOOL-00025983,OSM,VNM,Viet Nam,Asia,South-eastern Asia,SZK restaurant,,0,non_school,1,urban,train,POINT (12168555.843635848 1471283.811432132),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00025983.jpeg
10701,OSM-VNM-NON_SCHOOL-00015244,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11794315.968234515 2340921.8310629427),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00015244.jpeg
10704,OSM-VNM-NON_SCHOOL-00001827,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Bệnh viện đa khoa Sa Đéc,,0,non_school,1,urban,train,POINT (11774354.49110394 1151523.2877644352),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00001827.jpeg
10705,OSM-VNM-NON_SCHOOL-00024865,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Chùa Pháp Bửu,,0,non_school,1,urban,train,POINT (11871844.650236476 1221844.1521186198),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00024865.jpeg
10706,OSM-VNM-NON_SCHOOL-00009715,OSM,VNM,Viet Nam,Asia,South-eastern Asia,quán nhậu lộc viên,,0,non_school,1,urban,train,POINT (12039784.35099295 1812361.4081551742),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00009715.jpeg
10707,OSM-VNM-NON_SCHOOL-00020847,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11837453.050153347 2385557.164348656),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00020847.jpeg
10708,OSM-VNM-NON_SCHOOL-00002293,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Chợ Quy Hậu,,0,non_school,1,urban,train,POINT (11812866.693458272 2285397.196964842),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00002293.jpeg
10711,OSM-VNM-NON_SCHOOL-00015397,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (12059988.281974474 1790946.1072736494),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00015397.jpeg
10712,OSM-VNM-NON_SCHOOL-00026746,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11785699.839647116 2434288.7579675675),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00026746.jpeg
10713,OSM-VNM-NON_SCHOOL-00009380,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Dl ngicthao,,0,non_school,0,urban,train,POINT (12000305.895458532 1358266.6811812185),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00009380.jpeg
10714,OSM-VNM-NON_SCHOOL-00016437,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Hoa Tra Vegetarian fast food,,0,non_school,1,urban,train,POINT (11975665.882768897 1854537.2081977776),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00016437.jpeg
10715,OSM-VNM-NON_SCHOOL-00001543,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11884080.66602549 2395874.2691608365),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00001543.jpeg
10716,OSM-VNM-NON_SCHOOL-00023696,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Thiên Phước Tự,,0,non_school,1,urban,train,POINT (11841324.296765173 1174242.2448358776),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00023696.jpeg
10717,OSM-VNM-NON_SCHOOL-00003727,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11877144.905151615 1206458.5764814257),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00003727.jpeg
10718,OSM-VNM-NON_SCHOOL-00015710,OSM,VNM,Viet Nam,Asia,South-eastern Asia,QT Thu Vinh( Chu Thị Thơ),,0,non_school,1,urban,train,POINT (12014904.33348116 1383950.133369107),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00015710.jpeg
10719,OSM-VNM-NON_SCHOOL-00015836,OSM,VNM,Viet Nam,Asia,South-eastern Asia,QT Như Quỳnh,,0,non_school,1,urban,train,POINT (12055702.704217913 1426761.7290789508),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00015836.jpeg
10720,OSM-VNM-NON_SCHOOL-00005914,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,0,urban,train,POINT (11856130.345638132 2604563.856061119),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00005914.jpeg
10722,OSM-VNM-NON_SCHOOL-00022842,OSM,VNM,Viet Nam,Asia,South-eastern Asia,QT Hồng Phước ( Trần Thị Hồng Phước ),,0,non_school,1,urban,train,POINT (11987862.268819185 1346175.1321474968),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00022842.jpeg
10723,OSM-VNM-NON_SCHOOL-00024233,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,0,urban,train,POINT (11795711.135412632 2454276.5818974525),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00024233.jpeg
10724,OSM-VNM-NON_SCHOOL-00018006,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Cà Phê Xí Muội,,0,non_school,1,urban,train,POINT (12144462.85492397 1374420.9575776998),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00018006.jpeg
10725,OSM-VNM-NON_SCHOOL-00003773,OSM,VNM,Viet Nam,Asia,South-eastern Asia,CHXD Phước Hòa,,0,non_school,1,urban,train,POINT (11918289.256865753 1182344.3635110483),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00003773.jpeg
10726,OSM-VNM-NON_SCHOOL-00022883,OSM,VNM,Viet Nam,Asia,South-eastern Asia,gu gồ,,0,non_school,1,urban,train,POINT (12155431.943588264 1370224.8823736194),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00022883.jpeg
10727,OSM-VNM-NON_SCHOOL-00004591,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Rids surf club,,0,non_school,0,urban,train,POINT (12056046.236166503 1226059.4514197523),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00004591.jpeg
10728,OSM-VNM-NON_SCHOOL-00003509,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Agribank,,0,non_school,1,urban,train,POINT (11775178.25533581 2396215.3735049493),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00003509.jpeg
10729,OSM-VNM-NON_SCHOOL-00009444,OSM,VNM,Viet Nam,Asia,South-eastern Asia,BAN MÊ,,0,non_school,1,urban,train,POINT (11875000.001203008 1207697.379621563),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00009444.jpeg
10730,OSM-VNM-NON_SCHOOL-00002254,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Chợ Chiều Thắng Lợi,,0,non_school,1,urban,train,POINT (11771540.89097414 2388584.310432595),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00002254.jpeg
10731,OSM-VNM-NON_SCHOOL-00019664,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11878079.543596314 1212195.162279471),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00019664.jpeg
10732,OSM-VNM-NON_SCHOOL-00013168,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Hoa Hồng,,0,non_school,1,urban,train,POINT (11826578.249097751 1164264.7580624197),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00013168.jpeg
10733,OSM-VNM-NON_SCHOOL-00006653,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11789980.408026593 2362042.651974614),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00006653.jpeg
10734,OSM-VNM-NON_SCHOOL-00000735,OSM,VNM,Viet Nam,Asia,South-eastern Asia,CaPhe Huyen Linh,,0,non_school,1,urban,train,POINT (12039878.749921141 1812039.48016291),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00000735.jpeg
10735,OSM-VNM-NON_SCHOOL-00028116,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Huyền Trân,,0,non_school,1,urban,train,POINT (11954414.658017986 1196256.4749920291),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00028116.jpeg
10736,OSM-VNM-NON_SCHOOL-00003458,OSM,VNM,Viet Nam,Asia,South-eastern Asia,nha khoa Kim Thủy,,0,non_school,1,urban,train,POINT (11874605.818886112 2373312.6745680952),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00003458.jpeg
10737,OSM-VNM-NON_SCHOOL-00017030,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Thanh Minh Tự,,0,non_school,1,urban,train,POINT (12035395.580068424 1224083.024778854),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00017030.jpeg
10738,OSM-VNM-NON_SCHOOL-00025396,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Burger King,,0,non_school,1,urban,train,POINT (11776756.320437295 2417895.405113067),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00025396.jpeg
10739,OSM-VNM-NON_SCHOOL-00025576,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Luna Milk Tea & Coffee,,0,non_school,1,urban,train,POINT (11884592.513044156 1215950.0792090283),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00025576.jpeg
10740,OSM-VNM-NON_SCHOOL-00029648,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Cửa hàng Xăng dầu,,0,non_school,1,urban,train,POINT (12051872.089220228 1451110.9673010225),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00029648.jpeg
10742,OSM-VNM-NON_SCHOOL-00025139,OSM,VNM,Viet Nam,Asia,South-eastern Asia,AHA Cafe,,0,non_school,1,urban,train,POINT (11770630.854136903 2392772.309053645),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00025139.jpeg
10743,OSM-VNM-NON_SCHOOL-00020520,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Côn Sơn Cafe,,0,non_school,1,urban,train,POINT (11867660.373216538 970210.2909573048),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00020520.jpeg
10744,OSM-VNM-NON_SCHOOL-00011916,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Phu Long,,0,non_school,1,urban,train,POINT (11903201.347042106 2368604.8975869394),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00011916.jpeg
10745,OSM-VNM-NON_SCHOOL-00023843,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Cafe Thạch Thảo,,0,non_school,1,urban,train,POINT (11868809.96959796 1975105.1891944394),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00023843.jpeg
10746,OSM-VNM-NON_SCHOOL-00006259,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11867757.777770981 1105545.9117442272),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00006259.jpeg
10747,OSM-VNM-NON_SCHOOL-00015324,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Quyet Tien,,0,non_school,1,urban,train,POINT (11832683.6778898 2489781.823965393),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00015324.jpeg
10748,OSM-VNM-NON_SCHOOL-00018137,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Buddy,,0,non_school,1,urban,train,POINT (11573569.529310945 1140658.870219602),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00018137.jpeg
10749,OSM-VNM-NON_SCHOOL-00012707,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Agribank,,0,non_school,1,urban,train,POINT (11789372.826245844 2077291.182013587),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00012707.jpeg
10750,OSM-VNM-NON_SCHOOL-00026441,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Thuỵ Niên,,0,non_school,1,urban,train,POINT (11934398.745656412 1185675.4085709092),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00026441.jpeg
10751,OSM-VNM-NON_SCHOOL-00015172,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11769795.512677995 2226791.7241033134),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00015172.jpeg
10752,OSM-VNM-NON_SCHOOL-00020568,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11833014.296777457 2298865.4391201837),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00020568.jpeg
10753,OSM-VNM-NON_SCHOOL-00012639,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11894260.165541587 2431801.1185744703),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00012639.jpeg
10754,OSM-VNM-NON_SCHOOL-00011529,OSM,VNM,Viet Nam,Asia,South-eastern Asia,,,0,non_school,1,urban,train,POINT (11975343.167565089 1858666.3655518803),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00011529.jpeg
10755,OSM-VNM-NON_SCHOOL-00003330,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Miếu An Đà,,0,non_school,1,urban,train,POINT (11877368.7686476 2373779.3749158815),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00003330.jpeg
10757,OSM-VNM-NON_SCHOOL-00002031,OSM,VNM,Viet Nam,Asia,South-eastern Asia,chùa Đồng Quang,,0,non_school,1,urban,train,POINT (11997023.083675038 1841702.468556758),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00002031.jpeg
10758,OSM-VNM-NON_SCHOOL-00001164,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Petrolimex,,0,non_school,1,urban,train,POINT (11775998.791302446 2389252.535707386),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00001164.jpeg
10759,OSM-VNM-NON_SCHOOL-00019085,OSM,VNM,Viet Nam,Asia,South-eastern Asia,Café An Nhiên,,0,non_school,1,urban,train,POINT (11978096.209891891 1858987.4443410272),/mnt/ssd1/agorup/school_mapping/satellite_images/large/VNM/non_school/OSM-VNM-NON_SCHOOL-00019085.jpeg
